project_id	title	org	act_code	short	long	recipient
83757615	'FEDERAL STATES CONTRIBUTIONS'	Germany	15140.03	'FEDERAL STATES CONTRIBUTIONS'		Poland

83783394	'FEDERAL STATES CONTRIBUTIONS'	Germany	15140.03	'FEDERAL STATES CONTRIBUTIONS'		Poland

83743497	'INTEGRATED SPECIALIST'	Germany	99810.01	'INTEGRATED SPECIALIST'		Romania

83745681	'FEDERAL STATES CONTRIBUTIONS'	Germany	15140.03	'FEDERAL STATES CONTRIBUTIONS'		Czech Republic

83750829	TWINNING-PROJEKT DES BMF	Germany	15110.05	ECONOMIC & DVPT POLICY/PLANNING		Poland

83750829	TWINNING-PROJEKT DES BMF	Germany	15110.02	ECONOMIC & DVPT POLICY/PLANNING		Poland

83755704	PROMOTION OF A WINEGROWER'S ASSOCIATION	Germany	31191.04	PROMOTION OF A WINEGROWER'S ASSOCIATION		Romania

83791935	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Ukraine

83794548	'FEDERAL STATES CONTRIBUTIONS'	Germany	15140.03	'FEDERAL STATES CONTRIBUTIONS'		Russia

83795991	'MINE CLEARANCE'	Germany	15250.01	'MINE CLEARANCE'		Russia

83802426	VERSCHIEDENE HUNMANITAERE HILFSMASSNAHMEN	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Poland

83792637	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES	Germany	43082.01	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES		Czech Republic

83792637	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES	Germany	15110.01	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES		Czech Republic

83793573	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Hungary

83793573	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Hungary

83753520	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Lithuania

83754300	'FEDERAL STATES CONTRIBUTIONS'	Germany	15140.03	'FEDERAL STATES CONTRIBUTIONS'		Lithuania

83755002	FED. STATES CONTRIB.:JUDICIAL DVPT	Germany	15130.01	FED. STATES CONTRIB.:JUDICIAL DVPT		Lithuania

83779494	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Bulgaria

83842011	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Russia

83853438	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Czech Republic

83853711	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Ukraine

83829375	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Cyprus

83829882	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Russia

83830311	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Lithuania

83830584	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Brunei

83830584	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Brunei

83819352	FED. STATES CONTRIB.: ADVANCED TRAINING	Germany	43081.01	FED. STATES CONTRIB.: ADVANCED TRAINING		Russia

83818026	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Latvia

83818026	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Latvia

83983113	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Poland

83945166	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Poland

83954214	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Russia

83954214	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Russia

84008268		Germany	16010.01	SOCIAL/WELFARE SERVICES		Poland

83969697	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Ukraine

83943762	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Bulgaria

83954916	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Lithuania

84113374	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Czech Republic

84115090		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Russia

84116728	FED. STATES CONTRIB.: ADVANCED TRAINING	Germany	43081.01	FED. STATES CONTRIB.: ADVANCED TRAINING		Belarus

84117001	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Hungary

84151321	'ADVISING ON THE RESTRUCTUING OF COOPERATIVES'	Germany	31191.04	'ADVISING ON THE RESTRUCTUING OF COOPERATIVES'		Slovak Republic

84142000	FED. STATES CONTRIB.: ADVANCED TRAINING	Germany	43081.01	FED. STATES CONTRIB.: ADVANCED TRAINING		Singapore

84102922	AID TO FRONTIER PROTECTION AUTHORITIES	Germany	15140.02	AID TO FRONTIER PROTECTION AUTHORITIES		Estonia

84104131	'STABILITY PACT FOR SOUTH EASTERN EUROPE'	Germany	15220.01	'STABILITY PACT FOR SOUTH EASTERN EUROPE'		Bulgaria

84844177		Germany	24030.02	DEVELOPMENT BANK LOAN		Kenya

84806062		Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Swaziland

84835817	FORESTRY PROGRAM	Germany	31205.01	AID FOR FORESTRY SECTOR		Guinea

84864234		Germany	14020.01	RURAL WATER SUPPLY		Mozambique

84864234		Germany	43040.05	RURAL WATER SUPPLY		Mozambique

84879935		Germany	14020.01	WATER SUPPLY		Congo, Democratic Republic of

84886051		Germany	31191.01	AGRI. MEANS OF PRODU		Chile

84893383		Germany	31140.02	IRRIGATION		Tunisia

84896386		Germany	31191.01	AGRI. MEANS OF PRODU		Morocco

84958054		Germany	31140.02	TUBEWELL EQMT. FOR IRRIG.		Pakistan

84958054		Germany	31150.04	TUBEWELL EQMT. FOR IRRIG.		Pakistan

84958288		Germany	72010.01	HUMANITARIAN AID		Cyprus

84959263		Germany	14020.01	RURAL WATER SUPPLY		Guatemala

84959263		Germany	43040.05	RURAL WATER SUPPLY		Guatemala

84976565		Germany	72010.01	EMERGENCY/OISTRESS RELIEF		Bangladesh

84976838		Germany	31120.06	CEREALS		Lebanon

84980582		Germany	31110.02	MOGAMBO IRRIGATION PROJECT		Somalia

84980582		Germany	31140.02	MOGAMBO IRRIGATION PROJECT		Somalia

84998795		Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Thailand

80875559		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Burundi

80876534	EMPLOYMENT GENERATION PROGRAMM	Germany	16020.02	EMPLOYMENT GENERATION PROGRAMME		Palestinian Adm. Areas

80876534	EMPLOYMENT GENERATION PROGRAMM	Germany	16020.05	EMPLOYMENT GENERATION PROGRAMME		Palestinian Adm. Areas

80879452	Support for Good Governance	Germany	15140.04	SUPPORT FOR GOOD GOVERNANCE	Support for Good Governance	Indonesia

80885244	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.06	GOVERNMENT ADMINISTRATION		Tajikistan

80885244	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.04	GOVERNMENT ADMINISTRATION		Tajikistan

80885244	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15140.01	GOVERNMENT ADMINISTRATION		Tajikistan

80890140	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Germany	16010.07	PROMOTION OF SPORTS RELATIONS AND DONATIONS IN KIND, CENTRAL AGENCY FOR SCHOOLS ABROAD	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	El Salvador

80911844	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Malaysia

80915883		Germany	72040.01	EMERGENCY FOOD AID		Georgia

80909822	Community-based development with emphasis on self-help activities for agriculture, Magdalena Region	Germany	52010.03	COMMUNITY-BASED DEVELOPMENT WITH EMPHASIS ON SELF-HELP ACTIVITIES FOR AGRICULTURE, MAGDALENA REGION	Förderung von Organisationsprozessen und Ernährungssicherung in Armenvierteln der Diözese Barrancabermeja	Colombia

80909822	Community-based development with emphasis on self-help activities for agriculture, Magdalena Region	Germany	15150.02	COMMUNITY-BASED DEVELOPMENT WITH EMPHASIS ON SELF-HELP ACTIVITIES FOR AGRICULTURE, MAGDALENA REGION	Förderung von Organisationsprozessen und Ernährungssicherung in Armenvierteln der Diözese Barrancabermeja	Colombia

80940492		Germany	72010.01	HUMANITARIAN AID		Mexico

80918295	Government administration	Germany	15140.01	GOVERNMENT ADMINISTRATION	Government administration	Peru

81369718	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Georgia

81376053	restoration measures Musawwarat es Sufra	Germany	16010.07	CULTURE AND RECREATION	restauration of the antique	Sudan

81377449	VORHABEN DES ZIVILEN FRIEDENSDIENSTES (ZFD)       (DED)	Germany	15150.07	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Uganda

81377449	VORHABEN DES ZIVILEN FRIEDENSDIENSTES (ZFD)       (DED)	Germany	15220.01	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		Uganda

81406075	FLUECHTLINGSHILFE	Germany	72010.01	AID TO REFUGEES		Uruguay

81417231	COMMUNAL INVESTMENT FUND II	Germany	15140.01	GOVT ADMIN.: INVESTMENT MEASURES IN COMMUNITIES		Burkina Faso

81417231	COMMUNAL INVESTMENT FUND II	Germany	16010.01	GOVT ADMIN.: INVESTMENT MEASURES IN COMMUNITIES		Burkina Faso

81389703	Economic Empowerment of Indigenous Papua people in Merauke, Papua	Germany	16010.05	ECONOMIC EMPOWERMENT OF INDIGENOUS PAPUA PEOPLE IN MERAUKE, PAPUA	Economic Empowerment of the Indigenous Papua people in Merauke, Papua, Indonesia	Indonesia

81389703	Economic Empowerment of Indigenous Papua people in Merauke, Papua	Germany	15110.01	ECONOMIC EMPOWERMENT OF INDIGENOUS PAPUA PEOPLE IN MERAUKE, PAPUA	Economic Empowerment of the Indigenous Papua people in Merauke, Papua, Indonesia	Indonesia

81401722	Enhancing child and youth rights in the federal state of Rio Grande de Norte / Brazil	Germany	16010.05	STRENGTHENING CIVIL SOCIETY	Förderung von Kinder- und Jugendrechten im Bundestaat Rio Grande do Norte / Brasilien	Brazil

81401722	Enhancing child and youth rights in the federal state of Rio Grande de Norte / Brazil	Germany	15150.07	STRENGTHENING CIVIL SOCIETY	Förderung von Kinder- und Jugendrechten im Bundestaat Rio Grande do Norte / Brasilien	Brazil

81404560	National Historical Archive	Germany	16010.07	CULTURE AND RECREATION	Restauration of the National Historical Archive at Bissau	Guinea-Bissau

81362437	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Mali

81473033	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT	Germany	99810.01	FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT		Bosnia-Herzegovina

81478204	BERATUNG DES LANDWIRTSCHAFTMINISTERIUMS (ALT:89206	Germany	31110.01	MINISTRY OF AGRICULTURE, ADVISORY SERVICES		Jordan

81478204	BERATUNG DES LANDWIRTSCHAFTMINISTERIUMS (ALT:89206	Germany	31110.04	MINISTRY OF AGRICULTURE, ADVISORY SERVICES		Jordan

81480459	Strengthening and qualifying of the Rural Missionaries of the Philippines to better serve peasants in the countryside	Germany	16010.02	STRENGTHENING CIVIL SOCIETY	Stärkung und Qualifizierung von kirchlichen Fachkräften zur Unterstützung von Kleinbauernfamilien und PächterInnen	Philippines

81480459	Strengthening and qualifying of the Rural Missionaries of the Philippines to better serve peasants in the countryside	Germany	16010.07	STRENGTHENING CIVIL SOCIETY	Stärkung und Qualifizierung von kirchlichen Fachkräften zur Unterstützung von Kleinbauernfamilien und PächterInnen	Philippines

81452499		Germany	31181.02	AGRICULTURAL EXTENSION		Senegal

81464509	PUBLIC RELATIONS WORK FOR DEVELOPMENT PROJECTS	Germany	99820.01	PUBLIC RELATIONS WORK FOR DEVELOPMENT PROJECTS		

81464742	RECONSTRUCTION MEASURES	Germany	73010.04	RECONSTRUCTION MEASURES		Sierra Leone

81464742	RECONSTRUCTION MEASURES	Germany	73010.01	RECONSTRUCTION MEASURES		Sierra Leone

81132515	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Syria

81137260	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Laos

81107545	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Namibia

81076895	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Ecuador

81078288	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Peru

80667587	Winter emergency aid	Germany	72010.01	WINTER EMERGENCY AID	prevention of cold victims	Afghanistan

80668405	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Sudan

80833756	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	42010.01	FED. STATES CONTRIB.: WID		Nepal

80853786	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Peru

80859933	Centre for Study and Transformation of Conflicts	Germany	15220.01	CENTRE FOR STUDY AND TRANSFORMATION OF CONFLICTS	Ausbildungsprogramm des Zentrums für Studium und Transformation von Konflikten (Fortführung)	Mozambique

80840681	Civil Society Advocacyon Constitutional Reform (Phase II)	Germany	15150.01	CIVIL SOCIETY ADVOCACYON CONSTITUTIONAL REFORM (PHASE II)	Civil Society Advocacyon Constitutional Reform (Phase II)	Philippines

80840681	Civil Society Advocacyon Constitutional Reform (Phase II)	Germany	15140.04	CIVIL SOCIETY ADVOCACYON CONSTITUTIONAL REFORM (PHASE II)	Civil Society Advocacyon Constitutional Reform (Phase II)	Philippines

80842430	International Dialogue and Exchange Initiative on dev. Affairs, AFSC	Germany	15110.01	INTERNATIONAL DIALOGUE AND EXCHANGE INITIATIVE ON DEV. AFFAIRS, AFSC	International Dialogue and Exchange Initiative on Development Affairs (continued), AFSC	

80851220	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Peru

80869261	EAD INSTITUTIONAL STRENGTHENING	Germany	99810.01	EAD INSTITUTIONAL STRENGTHENING		Pakistan

81156585	SOZIALE INTEGRATION VON JUGENDLICHEN	Germany	16010.05	SOCIAL INTEGRATION OF YOUTH		El Salvador

81156585	SOZIALE INTEGRATION VON JUGENDLICHEN	Germany	15150.01	SOCIAL INTEGRATION OF YOUTH		El Salvador

81168087	CRISIS MITIGATION BY STRENGTHENING CIVIL SOCIETY	Germany	15220.01	CRISIS MITIGATION BY STRENGTHENING CIVIL SOCIETY		Congo, Democratic Republic of

81168087	CRISIS MITIGATION BY STRENGTHENING CIVIL SOCIETY	Germany	15150.01	CRISIS MITIGATION BY STRENGTHENING CIVIL SOCIETY		Congo, Democratic Republic of

81168672	Promoting Independent Media in Subsahara Africa, Asia, and the Middle East	Germany	15150.08	PROMOTING INDEPENDENT MEDIA IN SUBSAHARA AFRICA, ASIA, AND THE MIDDLE EAST	Sektorprogramm Medienförderung	Namibia

81190526	Local Agenda 21 in Central America	Germany	99810.01	LOCAL AGENDA 21 IN CENTRAL AMERICA	Local Agenda 21 in Central America	Nicaragua

81197451	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Malawi

81184729	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	42010.01	FED. STATES CONTRIB.: WID		Malawi

81222793	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Panama

80628653	FISCHEREIBEWIRTSCHAFTUNG AM MITTLEREN AMAZONAS (IARA) (ALT: 8525339)	Germany	31310.01	FISHING POLICY AND ADMIN. MANAGEMENT		Brazil

80628653	FISCHEREIBEWIRTSCHAFTUNG AM MITTLEREN AMAZONAS (IARA) (ALT: 8525339)	Germany	31310.02	FISHING POLICY AND ADMIN. MANAGEMENT		Brazil

80639453	legislative consultation, basic and further training	Germany	15130.04	LEGAL AN JUDICIAL DEVELOPMENT	legislative consultation, basic and further training	Bosnia-Herzegovina

80639453	legislative consultation, basic and further training	Germany	15130.05	LEGAL AN JUDICIAL DEVELOPMENT	legislative consultation, basic and further training	Bosnia-Herzegovina

80641792	FED. STATES CONTRIB.: ADVANCED TRAINING	Germany	43081.01	FED. STATES CONTRIB.: ADVANCED TRAINING		Macedonia, FYR

80756812	Reconstruction, nation-building	Germany	73010.04	RECONSTRUCTION, NATION-BUILDING	Reconstruction, nation-building	Serbia

80766809	Development Policy Forum 2006	Germany	15110.01	DEVELOPMENT POLICY FORUM 2006	Development Policy Forum 2006	Gabon

80785314	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Colombia

80779255	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Germany	16010.07	PROMOTION OF SPORTS RELATIONS AND DONATIONS IN KIND, CENTRAL AGENCY FOR SCHOOLS ABROAD	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Ukraine

81259377	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	India

81263652	informational work, Goethe Institute	Germany	16010.07	INFORMATIONAL WORK, GOETHE INSTITUTE	informational work, Goethe Institute	Nigeria

81233014	preparatory activities for new projects	Germany	99810.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	Sonderposition Beratung und Vorbereitung	Cambodia

81235702	Promoting Independant Media 2007	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independant Media 2007	Cote d`Ivoire

81239085	Aid convoys to Belarus	Germany	12230.02	MULTISECTOR AID FOR BASIC SOC. SERV.	Accomodation of poor people with food, clothes, medicine, accouterment of hospitals, orphanages etc.	Belarus

81239085	Aid convoys to Belarus	Germany	52010.02	MULTISECTOR AID FOR BASIC SOC. SERV.	Accomodation of poor people with food, clothes, medicine, accouterment of hospitals, orphanages etc.	Belarus

81239085	Aid convoys to Belarus	Germany	16010.11	MULTISECTOR AID FOR BASIC SOC. SERV.	Accomodation of poor people with food, clothes, medicine, accouterment of hospitals, orphanages etc.	Belarus

81239085	Aid convoys to Belarus	Germany	16010.05	MULTISECTOR AID FOR BASIC SOC. SERV.	Accomodation of poor people with food, clothes, medicine, accouterment of hospitals, orphanages etc.	Belarus

81239085	Aid convoys to Belarus	Germany	12220.04	MULTISECTOR AID FOR BASIC SOC. SERV.	Accomodation of poor people with food, clothes, medicine, accouterment of hospitals, orphanages etc.	Belarus

81271040	FRAUEN UND TECHNOLOGIE	Germany	42010.02	WOMEN IN DEVELOPMENT (INCLUDING MULTISECTOR. WID PROJ. & PROGRAMMES)		

81271040	FRAUEN UND TECHNOLOGIE	Germany	42010.04	WOMEN IN DEVELOPMENT (INCLUDING MULTISECTOR. WID PROJ. & PROGRAMMES)		

81288880	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Tunisia

81293073	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Mongolia

81312411		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Egypt

81312798	JUDICIAL SYSTEMS DEVELOPMENT, ADVISORY SERVICES	Germany	15130.03	JUDICIAL SYSTEMS DEVELOPMENT, ADVISORY SERVICES		Armenia

81316604	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Bolivia

57103291	Development Policy Forum 2007	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Development Policy Forum 2007	Mozambique

57103291	Development Policy Forum 2007	Germany	15110.03	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Development Policy Forum 2007	Mozambique

57225828	Promoting Independant Media 2007	Germany	15150.08	FREE FLOW OF INFORMATION	Promoting Independant Media 2007	Swaziland

57228743	FONDS FOR THE SUPPORT OF CONLICT PREVENTIVE MEASURES	Germany	15220.01	FONDS FOR THE SUPPORT OF CONLICT PREVENTIVE MEASURES		

57130350	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Tanzania

57190111	Capacity-building for the enhancement of transparency in the extractive sector in resource-rich countries	Germany	15210.01	CAPACITY-BUILDING FOR THE ENHANCEMENT OF TRANSPARENCY IN THE EXTRACTIVE SECTOR IN RESOURCE-RICH COUNTRIES	Capacity-Building für ressourcenreiche Entwicklungsländer zur Verbesserung von Transparenz und Korruptionsbekämpfung im Bereich extraktiver Industrien	Guinea

57201270	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Indonesia
